nama_mobil,kondisi,harga,tahun_kendaraan,kilometer,warna,mesin_enginecc,bahan_bakar,dirakit,penumpang,pintu,daerah,transmisi
2022 Mitsubishi Xpander 1.5 EXCEED Wagon,Mobil Bekas,Rp 220.000.000,2022.0,50 - 55K km,Silver,1499 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
"2022 Toyota Agya 1,2 GR Sport Hatchback",Mobil Bekas,Rp 142.000.000,2022.0,5243 km,Putih,1197 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2019 Mazda CX-9 2.5 SKYACTIV-G SUV  KM 22.000 New Mazda CX9 2.5 Turbo Facelift NIK 2019 Akhir Fullspec Black On Black Gress Like New,Mobil Bekas,Rp 535.000.000,2019.0,20 - 25K km,Hitam,2488 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2019 Mitsubishi Xpander 1.5 SPORT Wagon,Mobil Bekas,Rp 198.000.000,2019.0,75 - 80K km,Putih,1499 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
2018 Mitsubishi Xpander 1.5 ULTIMATE Wagon Matic Pajak Panjang,Mobil Bekas,Rp 189.000.000,2018.0,35 - 40K km,Merah,1499 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
"2016 Honda Jazz 1,5 RS Hatchback",Mobil Bekas,Rp 182.000.000,2016.0,80000 km,Merah,1497 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2019 Mazda CX-9 2.5 SKYACTIV-G SUV KM 22.000 New Mazda CX9 2.5 Turbo Facelift NIK 2019 Akhir Fullspec Black On Black Gress Like New,Mobil Bekas,Rp 535.000.000,2019.0,20 - 25K km,Hitam,2488 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2019 Mazda CX-9 2.5 SKYACTIV-G SUV KM 22.000 New Mazda CX9 2.5 Turbo Facelift NIK 2019 Akhir Fullspec Black On Black Gress Like New,Mobil Bekas,Rp 535.000.000,2019.0,20 - 25K km,Hitam,2488 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
"2021 Toyota Agya 1,2 TRD Hatchback",Mobil Bekas,Rp 132.000.000,2021.0,21468 km,Putih,1197 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2023 Honda BR-V 1.5 Prestige SUV,Mobil Bekas,Rp 255.000.000,2023.0,10 - 15K km,Abu-abu,1498 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
2019 Mazda CX-9 2.5 SKYACTIV-G SUV KM 22.000 New Mazda CX9 2.5 Turbo Facelift NIK 2019 Akhir Fullspec Black On Black Gress Like New,Mobil Bekas,Rp 535.000.000,2019.0,20 - 25K km,Hitam,2488 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2015 Honda HR-V 1.8 Prestige SUV Matic Km 68rb Tangan 1,Mobil Bekas,Rp 208.000.000,2015.0,65 - 70K km,Hitam,1799 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2019 Mazda CX-5 2.5 GT SUV Skyactiv low Km 36rb Tangan 1,Mobil Bekas,Rp 348.000.000,2019.0,35 - 40K km,Abu-abu,2488 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
MERCEDES BENZ C200 AVANTGARDE 2022 2023 W206 WHITE ON BLACK TDP 75JT,Mobil Bekas,Rp 870.000.000,2022.0,9000 km,Putih,1496 cc,Pertamax,Complete Knock Down (CKD),5.0,4.0,DKI Jakarta,Automatic
2017 Honda Accord 2.4 VTi-L Sedan,Mobil Bekas,Rp 258.000.000,2017.0,90 - 95K km,Abu-abu,2356 cc,Pertamax,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
2019 Suzuki Ignis 1.2 GL Hatchback,Mobil Bekas,Rp 112.000.000,2019.0,70 - 75K km,Orange,1197 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2021 Honda CR-V 1.5 VTEC SUV,Mobil Bekas,Rp 420.000.000,2021.0,5 - 10K km,Hitam,1498 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
"2020 Honda Brio 1.2 RS Hatchback PROMO DAHSYAT DISCON BESAR, DP MINIM GRATIS TEST DRIVE HOME",Mobil Bekas,Rp 169.000.000,2020.0,25 - 30K km,Merah,1199 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2018 Toyota Alphard 2.5 G Van Wagon * DP 5 JT.,Mobil Bekas,Rp 815.000.000,2018.0,60 - 65K km,Hitam,2494 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
"2019 Toyota Yaris 1.5 TRD Sportivo Hatchback PROMO DAHSYAT DISCON BESAR, DP MINIM GRATIS TEST DRIVE HOME",Mobil Bekas,Rp 199.000.000,2019.0,60 - 65K km,Abu-abu,1496 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2017 Toyota Kijang Innova 2.4 V MPV,Mobil Bekas,Rp 349.000.000,2017.0,85 - 90K km,Putih,2393 cc,Solar,Complete Knock Down (CKD),8.0,5.0,Jawa Timur,Automatic
2018 Mitsubishi Xpander 1.5 SPORT Wagon,Mobil Bekas,Rp 190.000.000,2018.0,125 - 130K km,Putih,1499 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
2021 Toyota Fortuner 2.4 VRZ SUV TRD,Mobil Bekas,Rp 490.000.000,2021.0,35 - 40K km,Hitam,2393 cc,Solar,Complete Knock Down (CKD),7.0,5.0,Jawa Timur,Automatic
2010 Hummer H3 3.7 SUV,Mobil Bekas,Rp 950.000.000,2010.0,15 - 20K km,Hitam,3653 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,Sulawesi Selatan,Automatic
2018 Mitsubishi Triton 2.5 Athlete Dual Cab Pick-up,Mobil Bekas,Rp 395.000.000,2018.0,60 - 65K km,Putih,2477 cc,Solar,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
2012 Toyota Alphard 2.4 G MPV Premium Sound Matic,Mobil Bekas,Rp 290.000.000,2012.0,65 - 70K km,Hitam,2362 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2017 BMW X1 1.5 sDrive18i xLine SUV,Mobil Bekas,Rp 360.000.000,2017.0,60 - 65K km,Hitam,1499 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
"2018 Honda BR-V 1,5 E Prestige SUV",Mobil Bekas,Rp 172.000.000,2018.0,64330 km,Putih,1497 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2015 Mitsubishi Pajero Sport 2.5 Dakar SUV Matic,Mobil Bekas,Rp 279.000.000,2015.0,85 - 90K km,Hitam,2477 cc,Solar,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2018 Mazda CX-9 2.5 SKYACTIV-G SUV,Mobil Bekas,Rp 485.000.000,2018.0,50 - 55K km,Hitam,2488 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,Banten,Automatic
2019 Mazda CX-9 2.5 SKYACTIV-G SUV KM 22.000 New Mazda CX9 2.5 Turbo Facelift NIK 2019 Akhir Fullspec Black On Black Gress Like New,Mobil Bekas,Rp 535.000.000,2019.0,20 - 25K km,Hitam,2488 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2017 Mitsubishi Outlander Sport 2.0 PX SUV,Mobil Bekas,Rp 200.000.000,2017.0,55 - 60K km,Abu-abu,1998 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Banten,Automatic
2022 Mitsubishi Pajero Sport 2.4 Dakar SUV putih km 7 ribuan sunroof cash kredit proses bisa dibantu,Mobil Bekas,Rp 539.000.000,2022.0,5 - 10K km,Putih,2442 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2019 Honda Brio 1.2 Satya E Hatchback matic km31rban cash kredit proses bisa dibantu,Mobil Bekas,Rp 149.000.000,2019.0,30 - 35K km,Hitam,1199 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2012 Toyota Land Cruiser 4.5 Full Spec E SUV hitam 40rban mls cash kredit proses bisa dibantu,Mobil Bekas,Rp 1.125.000.000,2012.0,60 - 65K km,Hitam,4461 cc,Solar,Complete Built Up (CBU),8.0,5.0,DKI Jakarta,Automatic
2019 Toyota Fortuner 2.4 TRD SUV hitam diesel upgrade model gr sport km39rban record,Mobil Bekas,Rp 429.000.000,2019.0,35 - 40K km,Hitam,2393 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2021 Mitsubishi Pajero Sport 2.4 Dakar SUV hitam sunroof km 21 ribuan cash kredit proses bisa dibantu,Mobil Bekas,Rp 495.000.000,2021.0,20 - 25K km,Hitam,2442 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2022 Toyota Kijang Innova 2.4 G MPV matic silver diesel km36rban cash kredit proses bisa dibantu,Mobil Bekas,Rp 359.000.000,2022.0,35 - 40K km,Silver,2393 cc,Solar,Complete Knock Down (CKD),8.0,5.0,DKI Jakarta,Automatic
2022 Toyota Raize 1.0 GR Sport Wagon matic merah km22rban record tangan pertama cash kredit bisa dibantu,Mobil Bekas,Rp 219.000.000,2022.0,20 - 25K km,Merah,996 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2021 Honda City 1.5 RS Hatchback matic orange dp 30jt tangan pertama dari baru,Mobil Bekas,Rp 239.000.000,2021.0,30 - 35K km,Orange,1498 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2020 Honda CR-V 1.5 Prestige VTEC SUV merah sunroof tangan pertama pajak panjang cash kredit bisa,Mobil Bekas,Rp 399.000.000,2020.0,45 - 50K km,Merah,1498 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2021 Toyota Fortuner 2.4 TRD SUV abu record tgn pertama,Mobil Bekas,Rp 469.000.000,2021.0,45 - 50K km,Abu-abu,2393 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2019 Mazda CX-9 2.5 SKYACTIV-G SUV KM 22.000 New Mazda CX9 2.5 Turbo Facelift NIK 2019 Akhir Fullspec Black On Black Gress Like New,Mobil Bekas,Rp 535.000.000,2019.0,20 - 25K km,Hitam,2488 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2022 Honda BR-V 1.5 Prestige Honda Sensing SUV,Mobil Bekas,Rp 258.000.000,2022.0,29100 km,Abu-abu,1498 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
2019 Mazda CX-9 2.5 SKYACTIV-G SUV KM 22.000 New Mazda CX9 2.5 Turbo Facelift NIK 2019 Akhir Fullspec Black On Black Gress Like New,Mobil Bekas,Rp 535.000.000,2019.0,20 - 25K km,Hitam,2488 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2022 Toyota Calya 1.2 G MPV DP minim,Mobil Bekas,Rp 147.000.000,2022.0,20 - 25K km,Silver,1197 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Automatic
2019 Mitsubishi Pajero Sport 2.4 Dakar Ultimate SUV,Mobil Bekas,Rp 429.000.000,2019.0,57000 km,Hitam,2442 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
"2017 Honda Brio 1,2 Satya E Hatchback",Mobil Bekas,Rp 120.000.000,2017.0,90000 km,Abu-abu,1199 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Banten,Automatic
2022 Toyota Yaris 1.5 S GR Sport Hatchback - Mobil Bekas Bergaransi Resmi 7G+,Mobil Bekas,Rp 252.000.000,2022.0,10 - 15K km,Kuning,1496 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2022 Toyota Yaris 1.5 S GR Sport Hatchback - Pajak Panjang Aman - Kilometer Masih Rendah,Mobil Bekas,Rp 252.000.000,2022.0,10 - 15K km,Kuning,1496 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Banten,Automatic
"2021 Daihatsu Xenia 1,3 X MPV",Mobil Bekas,Rp 170.000.000,2021.0,22093 km,Abu-abu,1329 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Automatic
2019 Honda Mobilio 1.5 E MPV,Mobil Bekas,Rp 151.000.000,2019.0,30 - 35K km,Abu-abu,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2022 Daihatsu Ayla 1.0 X Hatchback - Kilometer Masih Rendah - Mobil Bekas Plat Ganjil,Mobil Bekas,Rp 115.000.000,2022.0,10 - 15K km,Putih,998 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Manual
2022 Daihatsu Ayla 1.0 X Hatchback - Mobil Murah Meriah - TDP KECIL,Mobil Bekas,Rp 115.000.000,2022.0,10 - 15K km,Putih,998 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Barat,Manual
2019 Honda Mobilio 1.5 E MPV,Mobil Bekas,Rp 149.000.000,2019.0,70 - 75K km,Abu-abu,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2014 Honda Mobilio 1.5 E Prestige MPV Matic Pajak Panjang,Mobil Bekas,Rp 113.000.000,2014.0,160 - 165K km,Abu-abu,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2020 Land Rover Defender 2.0 110 D200 First Edition SUV,Mobil Bekas,Rp 2.650.000.000,2020.0,15 - 20K km,Hijau,1999 cc,Solar,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2020 Land Rover Defender 2.0 110 D200 First Edition SUV,Mobil Bekas,Rp 3.000.000.000,2020.0,0 - 5K km,Hijau,1999 cc,Solar,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2017 BMW 730Li 2.0 Sedan,Mobil Bekas,Rp 950.000.000,2017.0,15 - 20K km,Hitam,1998 cc,Pertamax,Complete Knock Down (CKD),5.0,4.0,DKI Jakarta,Automatic
2019 Toyota Agya 1.2 TRD Hatchback,Mobil Bekas,Rp 103.000.000,2019.0,25 - 30K km,Silver,1197 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Manual
Honda HR-V Prestige 1.8 AT 2015 Hitam KM 68RB Pajak sd Maret 2025,Mobil Bekas,Rp 208.000.000,2015.0,68000 km,Hitam,1799 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2017 Honda Mobilio 1.5 RS MPV,Mobil Bekas,Rp 139.000.000,2017.0,85 - 90K km,Abu-abu,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2021 Land Rover Range Rover 3.0 Vogue Supercharged SUV,Mobil Bekas,Rp 4.500.000.000,2021.0,15 - 20K km,Hitam,2995 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2022 Daihatsu Gran Max 1.3 STD BOX Single Cab Pick-up,Mobil Bekas,Rp 147.000.000,2022.0,20 - 25K km,Silver,1298 cc,Pertamax,Complete Knock Down (CKD),3.0,2.0,Kalimantan Barat,Manual
2018 Honda Civic 1.5 ES Sedan Matic,Mobil Bekas,Rp 333.000.000,2018.0,65 - 70K km,Putih,1498 cc,Pertamax,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
2021 Honda Mobilio 1.5 E MPV,Mobil Bekas,Rp 179.000.000,2021.0,10 - 15K km,Putih,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2014 Mercedes-Benz C250 1.8 AMG Coupe,Mobil Bekas,Rp 429.000.000,2014.0,10 - 15K km,Hitam,1796 cc,Pertamax,Complete Built Up (CBU),4.0,2.0,DKI Jakarta,Automatic
2014 Toyota NAV1 2.0 Luxury V MPV - Unit Mulus Bergaransi dan Pajak Hidup Panjang,Mobil Bekas,Rp 178.000.000,2014.0,110 - 115K km,Putih,1987 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2023 Daihatsu Sigra 1.2 X MPV - Pajak Masih Hidup - KM Masih Rendah,Mobil Bekas,Rp 126.000.000,2023.0,10 - 15K km,Abu-abu,1197 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Manual
2007 Toyota Alphard 2.4 AS Van Wagon,Mobil Bekas,Rp 163.000.000,2007.0,120 - 125K km,Hitam,2362 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2021 Mitsubishi Xpander 1.5 SPORT Wagon,Mobil Bekas,Rp 227.000.000,2021.0,60 - 65K km,Hitam,1499 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
"2015 Honda HR-V 1,8 Prestige SUV",Mobil Bekas,Rp 208.000.000,2015.0,68000 km,Hitam,1799 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2018 Mitsubishi Xpander 1.5 SPORT Wagon,Mobil Bekas,Rp 193.000.000,2018.0,110 - 115K km,Hitam,1499 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
2017 Toyota Calya 1.2 G MPV,Mobil Bekas,Rp 99.000.000,2017.0,80 - 85K km,Merah,1197 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2015 Mazda Biante 2.0 2.0 SKYACTIV A/T MPV putih km46ribuan dp25jt cash kredit proses bisa dibantu,Mobil Bekas,Rp 175.000.000,2015.0,45 - 50K km,Putih,1997 cc,Pertamax,Complete Built Up (CBU),8.0,5.0,DKI Jakarta,Automatic
2022 Honda HR-V 1.5 RS Turbo SUV hitam tangan pertama dari baru cash kredit proses bisa dibantu,Mobil Bekas,Rp 390.000.000,2022.0,35 - 40K km,Hitam,1498 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2019 Toyota Voxy 2.0 Wagon hitam dp 35 jt sunroof pajak panjang cash kredit bisa,Mobil Bekas,Rp 330.000.000,2019.0,85 - 90K km,Hitam,1986 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2019 Suzuki Baleno 1.4 Hatchback putih km17ribuan pajak panjang tangan pertama dari baru,Mobil Bekas,Rp 179.000.000,2019.0,15 - 20K km,Putih,1373 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2018 MINI Countryman 2.0 John Cooper Works ALL4 SUV putih km 5 ribuan,Mobil Bekas,Rp 625.000.000,2018.0,0 - 5K km,Putih,1998 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2021 Honda CR-V 1.5 VTEC SUV turbo dp 35 jt saja cash kredit proses bisa dibantu,Mobil Bekas,Rp 399.000.000,2021.0,35 - 40K km,Abu-abu,1498 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2023 Mitsubishi Pajero Sport 2.4 Dakar Ultimate SUV hitam km26ribuan tangan pertama dari baru,Mobil Bekas,Rp 599.000.000,2023.0,25 - 30K km,Hitam,2442 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2018 Toyota Kijang Innova 2.0 V MPV matic silver km 51rban record tangan pertama,Mobil Bekas,Rp 259.000.000,2018.0,50 - 55K km,Silver,1998 cc,Pertamax,Complete Knock Down (CKD),8.0,5.0,DKI Jakarta,Automatic
2022 Toyota Raize 1.0 GR Sport TSS Wagon kuning matic km 17ribuan two tone cash kredit proses bisa dibantu,Mobil Bekas,Rp 215.000.000,2022.0,15 - 20K km,Kuning,996 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2022 Toyota Fortuner 2.8 GR Sport SUV putih diesel km 13 ribuan cash kredit proses bisa dibantu,Mobil Bekas,Rp 525.000.000,2022.0,10 - 15K km,Putih,2755 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2018 Toyota Sienta 1.5 V MPV matic dp 25 jt coklat tangan pertama dari baru cash kredit proses bisa dibantu,Mobil Bekas,Rp 179.000.000,2018.0,40 - 45K km,Coklat,1497 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2019 Lexus ES300h 2.5 Ultra Luxury Sedan abu km24ribuan pajak panjang cash kredit bisa dibantu,Mobil Bekas,Rp 785.000.000,2019.0,20 - 25K km,Abu-abu,2487 cc,Pertamax,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
2022 Toyota Yaris 1.5 S GR Sport Hatchback matic putih km27ribuan pajak panjang tangan pertama,Mobil Bekas,Rp 235.000.000,2022.0,25 - 30K km,Putih,1496 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2014 Toyota Hilux 2.5 S Single Cab Pick-up,Mobil Bekas,Rp 160.000.000,2014.0,80 - 85K km,Silver,2494 cc,Solar,Complete Built Up (CBU),2.0,2.0,DKI Jakarta,Manual
2016 Nissan X-Trail 2.0 SUV - Pajak Masih Hidup - Unit Tangan Pertama,Mobil Bekas,Rp 185.000.000,2016.0,85 - 90K km,Silver,1997 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2007 Toyota Alphard 2.4 AS Van Wagon - DP 10 JUTA,Mobil Bekas,Rp 163.000.000,2007.0,115 - 120K km,Hitam,2362 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
"2021 Toyota Agya 1,2 TRD Hatchback",Mobil Bekas,Rp 132.000.000,2021.0,21467 km,Putih,1197 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Barat,Automatic
2023 Toyota Calya 1.2 G MPV - Kilometer Antik Masih Seribuan - Pajak Hidup,Mobil Bekas,Rp 141.000.000,2023.0,0 - 5K km,Hitam,1197 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Manual
"2022 Toyota Agya 1,2 GR Sport Hatchback",Mobil Bekas,Rp 142.000.000,2022.0,5242 km,Putih,1197 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Barat,Automatic
2017 Honda HR-V 1.5 E SUV,Mobil Bekas,Rp 190.000.000,2017.0,105 - 110K km,Abu-abu,1497 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2017 Toyota Calya 1.2 G MPV,Mobil Bekas,Rp 112.500.000,2017.0,80 - 85K km,Hitam,1197 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2017 Honda HR-V 1.5 E SUV,Mobil Bekas,Rp 195.000.000,2017.0,115 - 120K km,Abu-abu,1497 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2019 Mitsubishi Outlander 2.4 PHEV Wagon,Mobil Bekas,Rp 460.000.000,2019.0,35 - 40K km,Hitam,2360 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,Jawa Barat,Automatic
2019 Mitsubishi Xpander 1.5 CROSS Wagon,Mobil Bekas,Rp 203.000.000,2019.0,80 - 85K km,Silver,1499 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Automatic
2019 Mitsubishi Xpander 1.5 CROSS Wagon,Mobil Bekas,Rp 203.000.000,2019.0,100 - 105K km,Silver,1499 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Automatic
2021 Honda Brio 1.2 E Satya Hatchback DP Ringan,Mobil Bekas,Rp 159.000.000,2021.0,20 - 25K km,Merah,1199 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2019 Suzuki Baleno Hatchback Pemakaian 2020 AT Putih,Mobil Bekas,Rp 179.000.000,2019.0,17000 km,Putih,1373 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2023 Toyota Avanza 1.3 E MPV DP Ringan,Mobil Bekas,Rp 190.000.000,2023.0,15 - 20K km,Hitam,1329 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Manual
2020 Daihatsu Xenia 1.3 X MPV Promo DP Ringan,Mobil Bekas,Rp 158.000.000,2020.0,50 - 55K km,Silver,1329 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Manual
2013 UPGRADE VXR 2019 !!! Toyota Land Cruiser 200 V8 Diesel UK Version AT Hitam Metalik,Mobil Bekas,Rp 1.270.000.000,2013.0,32000 km,Hitam,4461 cc,Solar,Complete Built Up (CBU),8.0,5.0,DKI Jakarta,Automatic
"Termurah sejaboDetabek Toyota Avanza 1,5 Veloz 2015 MT irit BBM MPV",Mobil Bekas,Rp 130.000.000,2015.0,120000 km,Silver,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Manual
2017 Nissan X-Trail 2.5 SUV,Mobil Bekas,Rp 200.000.000,2017.0,120 - 125K km,Silver,2488 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
2015 Honda HR-V 1.8 Prestige SUV Matic Pajak Panjang,Mobil Bekas,Rp 208.000.000,2015.0,65 - 70K km,Hitam,1799 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2019 Mazda CX-5 2.5 Elite SUV,Mobil Bekas,Rp 395.000.000,2019.0,60 - 65K km,Putih,2488 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,Banten,Automatic
2018 Toyota Kijang Innova 2.0 G MPV matic silver km50ribuan cash kredit proses bisa dibantu,Mobil Bekas,Rp 249.000.000,2018.0,50 - 55K km,Silver,1998 cc,Pertamax,Complete Knock Down (CKD),8.0,5.0,DKI Jakarta,Automatic
2019 Honda CR-V 1.5 VTEC SUV km 51rb,Mobil Bekas,Rp 350.000.000,2019.0,45 - 50K km,Abu-abu,1498 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2019 Honda HR-V 1.5 E Special Edition SUV,Mobil Bekas,Rp 248.000.000,2019.0,40 - 45K km,Hitam,1497 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Banten,Automatic
2017 Lexus RX200t 2.0 F Sport SUV km 27rb Asli,Mobil Bekas,Rp 825.000.000,2017.0,25 - 30K km,Hitam,1998 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2019 Honda HR-V 1.5 E Special Edition SUV km 37rb Asli,Mobil Bekas,Rp 245.000.000,2019.0,35 - 40K km,Abu-abu,1497 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
"2016 Honda City 1,5 E Sedan",Mobil Bekas,Rp 160.000.000,2016.0,111803 km,Hitam,1497 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2020 Toyota Kijang Innova 2.4 V MPV DIESEL CUMI DARAT - Garansi 1 Tahun,Mobil Bekas,Rp 361.000.000,2020.0,50 - 55K km,Abu-abu,2393 cc,Solar,Complete Knock Down (CKD),8.0,5.0,DKI Jakarta,Manual
